kec_code,provinsi,kabkota,kecamatan,code,desa
12.06.06,SUMATERA UTARA,KAB. KARO,Munte,22,22
12.06.07,SUMATERA UTARA,KAB. KARO,Juhar,25,25
12.06.08,SUMATERA UTARA,KAB. KARO,Tigabinanga,20,20
12.06.09,SUMATERA UTARA,KAB. KARO,Laubaleng,15,15
12.06.10,SUMATERA UTARA,KAB. KARO,Mardingding,12,12
12.06.11,SUMATERA UTARA,KAB. KARO,Payung,8,8
12.06.12,SUMATERA UTARA,KAB. KARO,Simpang Empat,17,17
12.06.13,SUMATERA UTARA,KAB. KARO,Kutabuluh,16,16
12.06.14,SUMATERA UTARA,KAB. KARO,Dolat Rayat,7,7
12.06.15,SUMATERA UTARA,KAB. KARO,Merdeka,9,9
12.06.16,SUMATERA UTARA,KAB. KARO,Naman Teran,14,14
12.06.17,SUMATERA UTARA,KAB. KARO,Tiganderket,17,17
12.07.01,SUMATERA UTARA,KAB. DELI SERDANG,Gunung Meriah,12,12
12.07.02,SUMATERA UTARA,KAB. DELI SERDANG,Tanjung Morawa,26,26
12.07.03,SUMATERA UTARA,KAB. DELI SERDANG,Sibolangit,30,30
12.07.04,SUMATERA UTARA,KAB. DELI SERDANG,Kutalimbaru,14,14
12.07.05,SUMATERA UTARA,KAB. DELI SERDANG,Pancur Batu,25,25
12.07.06,SUMATERA UTARA,KAB. DELI SERDANG,Namorambe,36,36
12.07.07,SUMATERA UTARA,KAB. DELI SERDANG,Sibiru-biru,17,17
12.07.08,SUMATERA UTARA,KAB. DELI SERDANG,STM Hilir,15,15
12.07.09,SUMATERA UTARA,KAB. DELI SERDANG,Bangun Purba,24,24
12.07.19,SUMATERA UTARA,KAB. DELI SERDANG,Galang,29,29
12.07.20,SUMATERA UTARA,KAB. DELI SERDANG,STM Hulu,20,20
12.07.21,SUMATERA UTARA,KAB. DELI SERDANG,Patumbak,8,8
12.07.22,SUMATERA UTARA,KAB. DELI SERDANG,Deli Tua,6,6
12.07.23,SUMATERA UTARA,KAB. DELI SERDANG,Sunggal,17,17
12.07.24,SUMATERA UTARA,KAB. DELI SERDANG,Hamparan Perak,20,20
12.07.25,SUMATERA UTARA,KAB. DELI SERDANG,Labuhan Deli,5,5
12.07.26,SUMATERA UTARA,KAB. DELI SERDANG,Percut Sei Tuan,20,20
12.07.27,SUMATERA UTARA,KAB. DELI SERDANG,Batang Kuis,11,11
12.07.28,SUMATERA UTARA,KAB. DELI SERDANG,Lubuk Pakam,13,13
12.07.31,SUMATERA UTARA,KAB. DELI SERDANG,Pagar Merbau,16,16
12.07.32,SUMATERA UTARA,KAB. DELI SERDANG,Pantai Labu,19,19
12.07.33,SUMATERA UTARA,KAB. DELI SERDANG,Beringin,11,11
12.08.01,SUMATERA UTARA,KAB. SIMALUNGUN,Siantar,17,17
12.08.02,SUMATERA UTARA,KAB. SIMALUNGUN,Gunung Malela,16,16
12.08.03,SUMATERA UTARA,KAB. SIMALUNGUN,Gunung Maligas,9,9
12.08.04,SUMATERA UTARA,KAB. SIMALUNGUN,Panei,17,17
12.08.05,SUMATERA UTARA,KAB. SIMALUNGUN,Panombeian Pane,11,11
12.08.06,SUMATERA UTARA,KAB. SIMALUNGUN,Jorlang Hataran,13,13
12.08.07,SUMATERA UTARA,KAB. SIMALUNGUN,Raya Kahean,14,14
12.08.08,SUMATERA UTARA,KAB. SIMALUNGUN,Bosar Maligas,17,17
12.08.09,SUMATERA UTARA,KAB. SIMALUNGUN,Sidamanik,15,15
12.08.10,SUMATERA UTARA,KAB. SIMALUNGUN,Pematang Sidamanik,10,10
12.08.11,SUMATERA UTARA,KAB. SIMALUNGUN,Tanah Jawa,20,20
12.08.12,SUMATERA UTARA,KAB. SIMALUNGUN,Hatonduhan,9,9
12.08.13,SUMATERA UTARA,KAB. SIMALUNGUN,Dolok Panribuan,15,15
12.08.14,SUMATERA UTARA,KAB. SIMALUNGUN,Purba,14,14
12.08.15,SUMATERA UTARA,KAB. SIMALUNGUN,Haranggaol Horison,5,5
12.08.16,SUMATERA UTARA,KAB. SIMALUNGUN,Girsang Sipangan Bolon,6,6
12.08.17,SUMATERA UTARA,KAB. SIMALUNGUN,Dolok Batu Nanggar,16,16
12.08.18,SUMATERA UTARA,KAB. SIMALUNGUN,Huta Bayu Raja,16,16
12.08.19,SUMATERA UTARA,KAB. SIMALUNGUN,Jawa Maraja Bah Jambi,8,8
12.08.20,SUMATERA UTARA,KAB. SIMALUNGUN,Dolok Pardamean,11,11
12.08.21,SUMATERA UTARA,KAB. SIMALUNGUN,Pematang Bandar,13,13
12.08.22,SUMATERA UTARA,KAB. SIMALUNGUN,Bandar Huluan,10,10
12.08.23,SUMATERA UTARA,KAB. SIMALUNGUN,Bandar,16,16
12.08.24,SUMATERA UTARA,KAB. SIMALUNGUN,Bandar Masilam,10,10
12.08.25,SUMATERA UTARA,KAB. SIMALUNGUN,Silimakuta,7,7
12.08.26,SUMATERA UTARA,KAB. SIMALUNGUN,Dolok Silau,14,14
12.08.27,SUMATERA UTARA,KAB. SIMALUNGUN,Silou Kahean,16,16
12.08.28,SUMATERA UTARA,KAB. SIMALUNGUN,Tapian Dolok,11,11
12.08.29,SUMATERA UTARA,KAB. SIMALUNGUN,Raya,17,17
12.08.30,SUMATERA UTARA,KAB. SIMALUNGUN,Ujung Padang,20,20
12.08.31,SUMATERA UTARA,KAB. SIMALUNGUN,Pamatang Silima Huta,10,10
12.08.32,SUMATERA UTARA,KAB. SIMALUNGUN,Dolog Masagal,10,10
12.09.08,SUMATERA UTARA,KAB. ASAHAN,Meranti,7,7
12.09.09,SUMATERA UTARA,KAB. ASAHAN,Air Joman,7,7
12.09.10,SUMATERA UTARA,KAB. ASAHAN,Tanjung Balai,8,8
12.09.11,SUMATERA UTARA,KAB. ASAHAN,Sei Kepayang,6,6
12.09.12,SUMATERA UTARA,KAB. ASAHAN,Simpang Empat,8,8
12.09.13,SUMATERA UTARA,KAB. ASAHAN,Air Batu,12,12
12.09.14,SUMATERA UTARA,KAB. ASAHAN,Pulau Rakyat,12,12
12.09.15,SUMATERA UTARA,KAB. ASAHAN,Bandar Pulau,10,10
12.09.16,SUMATERA UTARA,KAB. ASAHAN,Buntu Pane,9,9
12.09.17,SUMATERA UTARA,KAB. ASAHAN,Bandar Pasir Mandoge,9,9
12.09.18,SUMATERA UTARA,KAB. ASAHAN,Aek Kuasan,7,7
12.09.19,SUMATERA UTARA,KAB. ASAHAN,Kota Kisaran Barat,13,13
12.09.20,SUMATERA UTARA,KAB. ASAHAN,Kota Kisaran Timur,12,12
12.09.21,SUMATERA UTARA,KAB. ASAHAN,Aek Songsongan,9,9
12.09.22,SUMATERA UTARA,KAB. ASAHAN,Rahunig,7,7
12.09.23,SUMATERA UTARA,KAB. ASAHAN,Sei Dadap,10,10
12.09.24,SUMATERA UTARA,KAB. ASAHAN,Sei Kepayang Barat,6,6
12.09.25,SUMATERA UTARA,KAB. ASAHAN,Sei Kepayang Timur,5,5
12.09.26,SUMATERA UTARA,KAB. ASAHAN,Tinggi Raja,7,7
12.09.27,SUMATERA UTARA,KAB. ASAHAN,Setia Janji,5,5
12.09.28,SUMATERA UTARA,KAB. ASAHAN,Silau Laut,5,5
12.09.29,SUMATERA UTARA,KAB. ASAHAN,Rawang Panca Arga,7,7
12.09.30,SUMATERA UTARA,KAB. ASAHAN,Pulo Bandring,10,10
12.09.31,SUMATERA UTARA,KAB. ASAHAN,Teluk Dalam,6,6
12.09.32,SUMATERA UTARA,KAB. ASAHAN,Aek Ledong,7,7
12.10.01,SUMATERA UTARA,KAB. LABUHANBATU,Rantau Utara,10,10
12.10.02,SUMATERA UTARA,KAB. LABUHANBATU,Rantau Selatan,9,9
12.10.07,SUMATERA UTARA,KAB. LABUHANBATU,Bilah Barat,10,10
12.10.08,SUMATERA UTARA,KAB. LABUHANBATU,Bilah Hilir,13,13
12.10.09,SUMATERA UTARA,KAB. LABUHANBATU,Bilah Hulu,24,24
12.10.14,SUMATERA UTARA,KAB. LABUHANBATU,Pangkatan,7,7
12.10.18,SUMATERA UTARA,KAB. LABUHANBATU,Panai Tengah,10,10
12.10.19,SUMATERA UTARA,KAB. LABUHANBATU,Panai Hilir,8,8
12.10.20,SUMATERA UTARA,KAB. LABUHANBATU,Panai Hulu,7,7
12.11.01,SUMATERA UTARA,KAB. DAIRI,Sidikalang,11,11
12.11.02,SUMATERA UTARA,KAB. DAIRI,Sumbul,19,19
12.11.03,SUMATERA UTARA,KAB. DAIRI,Tigalingga,14,14
12.11.04,SUMATERA UTARA,KAB. DAIRI,Siempat Nempu,13,13
12.11.05,SUMATERA UTARA,KAB. DAIRI,Silima Pungga Pungga,16,16
12.11.06,SUMATERA UTARA,KAB. DAIRI,Tanah Pinem,19,19
12.11.07,SUMATERA UTARA,KAB. DAIRI,Siempat Nempu Hulu,12,12
12.11.08,SUMATERA UTARA,KAB. DAIRI,Siempat Nempu Hilir,10,10
12.11.09,SUMATERA UTARA,KAB. DAIRI,Pegagan Hilir,13,13
12.11.10,SUMATERA UTARA,KAB. DAIRI,Parbuluan,11,11
12.11.11,SUMATERA UTARA,KAB. DAIRI,Lae Parira,9,9
12.11.12,SUMATERA UTARA,KAB. DAIRI,Gunung Sitember,8,8
12.11.13,SUMATERA UTARA,KAB. DAIRI,Berampu,5,5
12.11.14,SUMATERA UTARA,KAB. DAIRI,Silahisabungan,5,5
12.11.15,SUMATERA UTARA,KAB. DAIRI,Sitinjo,4,4
12.12.01,SUMATERA UTARA,KAB. TOBA SAMOSIR,Balige,35,35
12.12.02,SUMATERA UTARA,KAB. TOBA SAMOSIR,Laguboti,23,23
12.12.03,SUMATERA UTARA,KAB. TOBA SAMOSIR,Silaen,23,23
12.12.04,SUMATERA UTARA,KAB. TOBA SAMOSIR,Habinsaran,22,22
12.12.05,SUMATERA UTARA,KAB. TOBA SAMOSIR,Pintu Pohan Meranti,7,7
12.12.06,SUMATERA UTARA,KAB. TOBA SAMOSIR,Borbor,15,15
12.12.07,SUMATERA UTARA,KAB. TOBA SAMOSIR,Porsea,17,17
12.12.08,SUMATERA UTARA,KAB. TOBA SAMOSIR,Ajibata,10,10
12.12.09,SUMATERA UTARA,KAB. TOBA SAMOSIR,Lumban Julu,12,12
12.12.10,SUMATERA UTARA,KAB. TOBA SAMOSIR,Uluan,17,17
12.12.19,SUMATERA UTARA,KAB. TOBA SAMOSIR,Sigumpar,10,10
12.12.20,SUMATERA UTARA,KAB. TOBA SAMOSIR,Siantar Narumonda,14,14
12.12.21,SUMATERA UTARA,KAB. TOBA SAMOSIR,Nassau,10,10
12.12.22,SUMATERA UTARA,KAB. TOBA SAMOSIR,Tampahan,6,6
12.12.23,SUMATERA UTARA,KAB. TOBA SAMOSIR,Bonatua Lunasi,12,12
12.12.24,SUMATERA UTARA,KAB. TOBA SAMOSIR,Parmaksian,11,11
12.13.01,SUMATERA UTARA,KAB. MANDAILING NATAL,Panyabungan,39,39
12.13.02,SUMATERA UTARA,KAB. MANDAILING NATAL,Panyabungan Utara,12,12
12.13.03,SUMATERA UTARA,KAB. MANDAILING NATAL,Panyabungan Timur,15,15
12.13.04,SUMATERA UTARA,KAB. MANDAILING NATAL,Panyabungan Selatan,11,11
12.13.05,SUMATERA UTARA,KAB. MANDAILING NATAL,Panyabungan Barat,10,10
12.13.06,SUMATERA UTARA,KAB. MANDAILING NATAL,Siabu,28,28
12.13.07,SUMATERA UTARA,KAB. MANDAILING NATAL,Bukit Malintang,11,11
12.13.08,SUMATERA UTARA,KAB. MANDAILING NATAL,Kotanopan,35,35
12.13.09,SUMATERA UTARA,KAB. MANDAILING NATAL,Lembah Sorik Marapi,9,9
12.13.10,SUMATERA UTARA,KAB. MANDAILING NATAL,Tambangan,20,20
12.13.11,SUMATERA UTARA,KAB. MANDAILING NATAL,Ulu Pungkut,13,13
12.13.12,SUMATERA UTARA,KAB. MANDAILING NATAL,Muara Sipongi,16,16
12.13.13,SUMATERA UTARA,KAB. MANDAILING NATAL,Batang Natal,31,31
12.13.14,SUMATERA UTARA,KAB. MANDAILING NATAL,Lingga Bayu,19,19
12.13.15,SUMATERA UTARA,KAB. MANDAILING NATAL,Batahan,18,18
12.13.16,SUMATERA UTARA,KAB. MANDAILING NATAL,Natal,30,30
12.13.17,SUMATERA UTARA,KAB. MANDAILING NATAL,Muara Batang Gadis,14,14
12.13.18,SUMATERA UTARA,KAB. MANDAILING NATAL,Ranto Baek,18,18
12.13.19,SUMATERA UTARA,KAB. MANDAILING NATAL,Huta Bargot,15,15
12.13.20,SUMATERA UTARA,KAB. MANDAILING NATAL,Puncak Sorik Marapi,11,11
12.13.21,SUMATERA UTARA,KAB. MANDAILING NATAL,Pakantan,8,8
12.13.22,SUMATERA UTARA,KAB. MANDAILING NATAL,Sinunukan,14,14
12.13.23,SUMATERA UTARA,KAB. MANDAILING NATAL,Naga Juang,7,7
12.14.01,SUMATERA UTARA,KAB. NIAS SELATAN,Lolomatua,13,13
12.14.02,SUMATERA UTARA,KAB. NIAS SELATAN,Gomo,11,11
12.14.03,SUMATERA UTARA,KAB. NIAS SELATAN,Lahusa,23,23
12.14.04,SUMATERA UTARA,KAB. NIAS SELATAN,Hibala,17,17
12.14.05,SUMATERA UTARA,KAB. NIAS SELATAN,Pulau-Pulau Batu,22,22
12.14.06,SUMATERA UTARA,KAB. NIAS SELATAN,Teluk Dalam,16,16
12.14.07,SUMATERA UTARA,KAB. NIAS SELATAN,Amandraya,21,21
12.14.08,SUMATERA UTARA,KAB. NIAS SELATAN,Lolowau,14,14
12.14.09,SUMATERA UTARA,KAB. NIAS SELATAN,Susua,18,18
12.14.10,SUMATERA UTARA,KAB. NIAS SELATAN,Maniamolo,14,14
12.14.11,SUMATERA UTARA,KAB. NIAS SELATAN,Hilimegai,10,10
12.14.12,SUMATERA UTARA,KAB. NIAS SELATAN,Toma,14,14
12.14.13,SUMATERA UTARA,KAB. NIAS SELATAN,Mazino,11,11
12.14.14,SUMATERA UTARA,KAB. NIAS SELATAN,Umbunasi,11,11
12.14.15,SUMATERA UTARA,KAB. NIAS SELATAN,Aramo,18,18
12.14.16,SUMATERA UTARA,KAB. NIAS SELATAN,Pulau-Pulau Batu Timur,10,10
12.14.17,SUMATERA UTARA,KAB. NIAS SELATAN,Mazo,10,10
12.14.18,SUMATERA UTARA,KAB. NIAS SELATAN,Fanayama,17,17
12.14.19,SUMATERA UTARA,KAB. NIAS SELATAN,Ulunoyo,13,13
12.14.20,SUMATERA UTARA,KAB. NIAS SELATAN,Huruna,17,17
12.14.21,SUMATERA UTARA,KAB. NIAS SELATAN,O'o'u,11,11
12.14.22,SUMATERA UTARA,KAB. NIAS SELATAN,Onohazumba,10,10
12.14.23,SUMATERA UTARA,KAB. NIAS SELATAN,Hilisalawa'ahe,11,11
12.14.24,SUMATERA UTARA,KAB. NIAS SELATAN,Ulususua,12,12
12.14.25,SUMATERA UTARA,KAB. NIAS SELATAN,Sidua'ori,11,11
12.14.26,SUMATERA UTARA,KAB. NIAS SELATAN,Somambawa,14,14
12.14.27,SUMATERA UTARA,KAB. NIAS SELATAN,Boronadu,10,10
12.14.28,SUMATERA UTARA,KAB. NIAS SELATAN,Simuk,6,6
12.14.29,SUMATERA UTARA,KAB. NIAS SELATAN,Pulau-Pulau Batu Barat,9,9
12.14.30,SUMATERA UTARA,KAB. NIAS SELATAN,Pulau-Pulau Batu Utara,12,12
12.14.31,SUMATERA UTARA,KAB. NIAS SELATAN,Tanah Masa,12,12
12.14.32,SUMATERA UTARA,KAB. NIAS SELATAN,Luahagundre Maniamolo,10,10
12.14.33,SUMATERA UTARA,KAB. NIAS SELATAN,Onolalu,10,10
12.14.34,SUMATERA UTARA,KAB. NIAS SELATAN,Ulu Idanotae,11,11
12.14.35,SUMATERA UTARA,KAB. NIAS SELATAN,Idanotae,12,12
12.15.01,SUMATERA UTARA,KAB. PAKPAK BHARAT,Sitelu Tali Urang Jehe,10,10
12.15.02,SUMATERA UTARA,KAB. PAKPAK BHARAT,Kerajaan,10,10
12.15.03,SUMATERA UTARA,KAB. PAKPAK BHARAT,Salak,6,6
12.15.04,SUMATERA UTARA,KAB. PAKPAK BHARAT,Sitelu Tali Urang Julu,5,5
12.15.05,SUMATERA UTARA,KAB. PAKPAK BHARAT,Pergetteng Getteng Sengkut,5,5
12.15.06,SUMATERA UTARA,KAB. PAKPAK BHARAT,Pagindar,4,4
12.15.07,SUMATERA UTARA,KAB. PAKPAK BHARAT,Tinada,6,6
12.15.08,SUMATERA UTARA,KAB. PAKPAK BHARAT,Siempat Rube,6,6
12.16.01,SUMATERA UTARA,KAB. HUMBANG HASUNDUTAN,Parlilitan,20,20
12.16.02,SUMATERA UTARA,KAB. HUMBANG HASUNDUTAN,Pollung,13,13
12.16.03,SUMATERA UTARA,KAB. HUMBANG HASUNDUTAN,Baktiraja,7,7
12.16.04,SUMATERA UTARA,KAB. HUMBANG HASUNDUTAN,Paranginan,11,11
12.16.05,SUMATERA UTARA,KAB. HUMBANG HASUNDUTAN,Lintong Nihuta,22,22
12.16.06,SUMATERA UTARA,KAB. HUMBANG HASUNDUTAN,Dolok Sanggul,28,28
12.16.07,SUMATERA UTARA,KAB. HUMBANG HASUNDUTAN,Sijamapolang,10,10
12.16.08,SUMATERA UTARA,KAB. HUMBANG HASUNDUTAN,Onan Ganjang,12,12
12.16.09,SUMATERA UTARA,KAB. HUMBANG HASUNDUTAN,Pakkat,22,22
12.16.10,SUMATERA UTARA,KAB. HUMBANG HASUNDUTAN,Tarabintang,9,9
12.17.01,SUMATERA UTARA,KAB. SAMOSIR,Simanindo,21,21
12.17.02,SUMATERA UTARA,KAB. SAMOSIR,Onan Runggu,12,12
12.17.03,SUMATERA UTARA,KAB. SAMOSIR,Nainggolan,15,15
12.17.04,SUMATERA UTARA,KAB. SAMOSIR,Palipi,17,17
12.17.05,SUMATERA UTARA,KAB. SAMOSIR,Harian,13,13
12.17.06,SUMATERA UTARA,KAB. SAMOSIR,Sianjar Mula Mula,12,12
12.17.07,SUMATERA UTARA,KAB. SAMOSIR,Ronggur Nihuta,8,8
12.17.08,SUMATERA UTARA,KAB. SAMOSIR,Pangururan,28,28
12.17.09,SUMATERA UTARA,KAB. SAMOSIR,Sitio-tio,8,8
12.18.01,SUMATERA UTARA,KAB. SERDANG BEDAGAI,Pantai Cermin,12,12
12.18.02,SUMATERA UTARA,KAB. SERDANG BEDAGAI,Perbaungan,28,28
12.18.03,SUMATERA UTARA,KAB. SERDANG BEDAGAI,Teluk Mengkudu,12,12
12.18.04,SUMATERA UTARA,KAB. SERDANG BEDAGAI,Sei Rampah,17,17
12.18.05,SUMATERA UTARA,KAB. SERDANG BEDAGAI,Tanjung Beringin,8,8
12.18.06,SUMATERA UTARA,KAB. SERDANG BEDAGAI,Bandar Khalipah,5,5
12.18.07,SUMATERA UTARA,KAB. SERDANG BEDAGAI,Dolok Merawan,17,17
12.18.08,SUMATERA UTARA,KAB. SERDANG BEDAGAI,Sipispis,20,20
12.18.09,SUMATERA UTARA,KAB. SERDANG BEDAGAI,Dolok Masihul,28,28
12.18.10,SUMATERA UTARA,KAB. SERDANG BEDAGAI,Kotarih,11,11
12.18.11,SUMATERA UTARA,KAB. SERDANG BEDAGAI,Silinda,9,9
12.18.12,SUMATERA UTARA,KAB. SERDANG BEDAGAI,Serba Jadi,10,10
12.18.13,SUMATERA UTARA,KAB. SERDANG BEDAGAI,Tebing Tinggi,14,14
12.18.14,SUMATERA UTARA,KAB. SERDANG BEDAGAI,Pegajahan,13,13
12.18.15,SUMATERA UTARA,KAB. SERDANG BEDAGAI,Sei Bamban,10,10
12.18.16,SUMATERA UTARA,KAB. SERDANG BEDAGAI,Tebing Syahbandar,10,10
12.18.17,SUMATERA UTARA,KAB. SERDANG BEDAGAI,Bintang Bayu,19,19
12.19.01,SUMATERA UTARA,KAB. BATU BARA,Medang Deras,21,21
12.19.02,SUMATERA UTARA,KAB. BATU BARA,Sei Suka,10,10
12.19.03,SUMATERA UTARA,KAB. BATU BARA,Air Putih,19,19
12.19.04,SUMATERA UTARA,KAB. BATU BARA,Lima Puluh,12,12
12.19.05,SUMATERA UTARA,KAB. BATU BARA,Talawi,10,10
12.19.06,SUMATERA UTARA,KAB. BATU BARA,Tanjung Tiram,10,10
12.19.07,SUMATERA UTARA,KAB. BATU BARA,Sei Balai,14,14
12.19.08,SUMATERA UTARA,KAB. BATU BARA,Laut Tador,10,10
12.19.09,SUMATERA UTARA,KAB. BATU BARA,Lima Puluh Pesisir,13,13
12.19.10,SUMATERA UTARA,KAB. BATU BARA,Datuk Lima Puluh,10,10
12.19.11,SUMATERA UTARA,KAB. BATU BARA,Datuk Tanah Datar,10,10
12.19.12,SUMATERA UTARA,KAB. BATU BARA,Nibung Hangus,12,12
12.20.01,SUMATERA UTARA,KAB. PADANG LAWAS UTARA,Dolok Sigompulon,44,44
12.20.02,SUMATERA UTARA,KAB. PADANG LAWAS UTARA,Dolok,86,86
12.20.03,SUMATERA UTARA,KAB. PADANG LAWAS UTARA,Halongonan,33,33
12.20.04,SUMATERA UTARA,KAB. PADANG LAWAS UTARA,Padang Bolak,62,62
12.20.05,SUMATERA UTARA,KAB. PADANG LAWAS UTARA,Padang Bolak Julu,23,23
12.20.06,SUMATERA UTARA,KAB. PADANG LAWAS UTARA,Portibi,36,36
12.20.07,SUMATERA UTARA,KAB. PADANG LAWAS UTARA,Batang Onang,32,32
12.20.08,SUMATERA UTARA,KAB. PADANG LAWAS UTARA,Simangambat,21,21
12.20.09,SUMATERA UTARA,KAB. PADANG LAWAS UTARA,Hulu Sihapas,10,10
12.20.10,SUMATERA UTARA,KAB. PADANG LAWAS UTARA,Padang Bolak Tenggara,14,14
12.20.11,SUMATERA UTARA,KAB. PADANG LAWAS UTARA,Halongonan Timur,14,14
12.20.12,SUMATERA UTARA,KAB. PADANG LAWAS UTARA,Ujung Batu,13,13
12.21.01,SUMATERA UTARA,KAB. PADANG LAWAS,Sosopan,22,22
12.21.02,SUMATERA UTARA,KAB. PADANG LAWAS,Barumun Tengah,39,39
12.21.03,SUMATERA UTARA,KAB. PADANG LAWAS,Huristak,27,27
12.21.04,SUMATERA UTARA,KAB. PADANG LAWAS,Lubuk Barumun,24,24
12.21.05,SUMATERA UTARA,KAB. PADANG LAWAS,Huta Raja Tinggi,31,31
12.21.06,SUMATERA UTARA,KAB. PADANG LAWAS,Ulu Barumun,15,15
12.21.07,SUMATERA UTARA,KAB. PADANG LAWAS,Barumun,30,30
12.21.08,SUMATERA UTARA,KAB. PADANG LAWAS,Sosa,39,39
12.21.09,SUMATERA UTARA,KAB. PADANG LAWAS,Batang Lubu Sutam,28,28
12.21.10,SUMATERA UTARA,KAB. PADANG LAWAS,Barumun Selatan,11,11
12.21.11,SUMATERA UTARA,KAB. PADANG LAWAS,Aek Nabara Barumun,25,25
12.21.12,SUMATERA UTARA,KAB. PADANG LAWAS,Sihapas Barumun,13,13
12.22.01,SUMATERA UTARA,KAB. LABUHANBATU SELATAN,Kotapinang,10,10
12.22.02,SUMATERA UTARA,KAB. LABUHANBATU SELATAN,Kampung Rakyat,15,15
12.22.03,SUMATERA UTARA,KAB. LABUHANBATU SELATAN,Torgamba,14,14
12.22.04,SUMATERA UTARA,KAB. LABUHANBATU SELATAN,Sungai Kanan,9,9
12.22.05,SUMATERA UTARA,KAB. LABUHANBATU SELATAN,Silangkitang,6,6
12.23.01,SUMATERA UTARA,KAB. LABUHANBATU UTARA,Kualuh Hulu,13,13
12.23.02,SUMATERA UTARA,KAB. LABUHANBATU UTARA,Kualuh Leidong,7,7
12.23.03,SUMATERA UTARA,KAB. LABUHANBATU UTARA,Kualuh Hilir,7,7
12.23.04,SUMATERA UTARA,KAB. LABUHANBATU UTARA,Aek Kuo,8,8
12.23.05,SUMATERA UTARA,KAB. LABUHANBATU UTARA,Marbau,18,18
12.23.06,SUMATERA UTARA,KAB. LABUHANBATU UTARA,Na IX - X,13,13
12.23.07,SUMATERA UTARA,KAB. LABUHANBATU UTARA,Aek Natas,12,12
12.23.08,SUMATERA UTARA,KAB. LABUHANBATU UTARA,Kualuh Selatan,12,12
12.24.01,SUMATERA UTARA,KAB. NIAS UTARA,Lotu,13,13
12.24.02,SUMATERA UTARA,KAB. NIAS UTARA,Sawo,10,10
12.24.03,SUMATERA UTARA,KAB. NIAS UTARA,Tuhemberua,8,8
12.24.04,SUMATERA UTARA,KAB. NIAS UTARA,Sitolu Ori,6,6
12.24.05,SUMATERA UTARA,KAB. NIAS UTARA,Namohalu Esiwa,11,11
12.24.06,SUMATERA UTARA,KAB. NIAS UTARA,Alasa Talumuzoi,6,6
12.24.07,SUMATERA UTARA,KAB. NIAS UTARA,Alasa,14,14
12.24.08,SUMATERA UTARA,KAB. NIAS UTARA,Tugala Oyo,8,8
12.24.09,SUMATERA UTARA,KAB. NIAS UTARA,Afulu,9,9
12.24.10,SUMATERA UTARA,KAB. NIAS UTARA,Lahewa,21,21
12.24.11,SUMATERA UTARA,KAB. NIAS UTARA,Lahewa Timur,7,7
12.25.01,SUMATERA UTARA,KAB. NIAS BARAT,Lahomi,11,11
12.25.02,SUMATERA UTARA,KAB. NIAS BARAT,Sirombu,25,25
12.25.03,SUMATERA UTARA,KAB. NIAS BARAT,Mandrehe Barat,14,14
12.25.04,SUMATERA UTARA,KAB. NIAS BARAT,Moro'o,10,10
12.25.05,SUMATERA UTARA,KAB. NIAS BARAT,Mandrehe,20,20
12.25.06,SUMATERA UTARA,KAB. NIAS BARAT,Mandrehe Utara,12,12
12.25.07,SUMATERA UTARA,KAB. NIAS BARAT,Lolofitu Moi,8,8
12.25.08,SUMATERA UTARA,KAB. NIAS BARAT,Ulu Moro'o,5,5
12.71.01,SUMATERA UTARA,KOTA MEDAN,Medan Kota,12,12
12.71.02,SUMATERA UTARA,KOTA MEDAN,Medan Sunggal,6,6
12.71.03,SUMATERA UTARA,KOTA MEDAN,Medan Helvetia,7,7
12.71.04,SUMATERA UTARA,KOTA MEDAN,Medan Denai,6,6
12.71.05,SUMATERA UTARA,KOTA MEDAN,Medan Barat,6,6
12.71.06,SUMATERA UTARA,KOTA MEDAN,Medan Deli,6,6
12.71.07,SUMATERA UTARA,KOTA MEDAN,Medan Tuntungan,9,9
12.71.08,SUMATERA UTARA,KOTA MEDAN,Medan Belawan,6,6
12.71.09,SUMATERA UTARA,KOTA MEDAN,Medan Amplas,7,7
12.71.10,SUMATERA UTARA,KOTA MEDAN,Medan Area,12,12
12.71.11,SUMATERA UTARA,KOTA MEDAN,Medan Johor,6,6
12.71.12,SUMATERA UTARA,KOTA MEDAN,Medan Marelan,5,5
12.71.13,SUMATERA UTARA,KOTA MEDAN,Medan Labuhan,6,6
12.71.14,SUMATERA UTARA,KOTA MEDAN,Medan Tembung,7,7
12.71.15,SUMATERA UTARA,KOTA MEDAN,Medan Maimun,6,6
12.71.16,SUMATERA UTARA,KOTA MEDAN,Medan Polonia,5,5
12.71.17,SUMATERA UTARA,KOTA MEDAN,Medan Baru,6,6
12.71.18,SUMATERA UTARA,KOTA MEDAN,Medan Perjuangan,9,9
12.71.19,SUMATERA UTARA,KOTA MEDAN,Medan Petisah,7,7
12.71.20,SUMATERA UTARA,KOTA MEDAN,Medan Timur,11,11
12.71.21,SUMATERA UTARA,KOTA MEDAN,Medan Selayang,6,6
12.72.01,SUMATERA UTARA,KOTA PEMATANGSIANTAR,Siantar Timur,7,7
12.72.02,SUMATERA UTARA,KOTA PEMATANGSIANTAR,Siantar Barat,8,8
12.72.03,SUMATERA UTARA,KOTA PEMATANGSIANTAR,Siantar Utara,7,7
12.72.04,SUMATERA UTARA,KOTA PEMATANGSIANTAR,Siantar Selatan,6,6
