,provinsi,kab_kota,kecamatan,desa,TOTAL,lat,long
0,JAWA BARAT,BANDUNG,MAJALAYA,SUKAMAJU,554,-7.051769999999976,107.75618000000009
1,JAWA BARAT,CIANJUR,CIRANJANG,CIRANJANG,476,-6.807649999999967,107.27754000000004
2,JAWA BARAT,BANDUNG,MAJALAYA,BIRU,472,-7.053229999999928,107.72817000000003
3,JAWA BARAT,BANDUNG BARAT,CIPATAT,GUNUNGMASIGIT,450,-6.832419999999956,107.43895000000003
4,JAWA BARAT,BANDUNG,MAJALAYA,PADAMULYA,444,-7.056189999999958,107.74966000000006
5,JAWA BARAT,BANDUNG BARAT,BATUJAJAR,PANGAUBAN,436,-6.90337999999997,107.45419000000004
6,JAWA BARAT,BANDUNG BARAT,LEMBANG,LANGENSARI,430,-6.825159999999926,107.64416000000006
7,JAWA BARAT,BANDUNG BARAT,PARONGPONG,CIHIDEUNG,418,-6.834389999999928,107.59500000000008
8,JAWA BARAT,BANDUNG,CILEUNYI,CILEUNYI WETAN,326,-6.942489999999964,107.75616000000008
9,JAWA BARAT,BANDUNG BARAT,CILILIN,RANCAPANGGUNG,318,-6.982999999999947,107.42666000000008
10,JAWA BARAT,BANDUNG,KATAPANG,PANGAUBAN,298,-6.999059999999929,107.55414000000007
11,JAWA BARAT,BANDUNG,KUTAWARINGIN,JATISARI,256,-6.9742899999999395,107.51663000000008
12,JAWA BARAT,BANDUNG,BALEENDAH,BOJONGMALAKA,236,-6.994289999999978,107.60687000000007
13,JAWA BARAT,BANDUNG,CIMENYAN,CIMENYAN,231,-6.843689999999981,107.67396000000008
14,JAWA BARAT,BANDUNG,BOJONGSOANG,BOJONGSOANG,224,-6.973059999999975,107.63608000000005
15,JAWA BARAT,CIANJUR,MANDE,KADEMANGAN,224,-6.775409999999965,107.19544000000008
16,JAWA BARAT,BANDUNG BARAT,SAGULING,GIRIMUKTI,224,-6.8873199999999315,107.42208000000005
17,JAWA BARAT,BANDUNG,BOJONGSOANG,BUAHBATU,222,-6.98016999999993,107.67023000000006
18,JAWA BARAT,BANDUNG BARAT,GUNUNGHALU,GUNUNGHALU,222,-7.054569999999956,107.33685000000008
19,JAWA BARAT,BANDUNG BARAT,NGAMPRAH,MARGAJAYA,213,-6.857459999999946,107.50595000000004
20,JAWA BARAT,CIANJUR,CILAKU,CIHARASHAS,210,-6.862609999999961,107.16524000000004
21,JAWA BARAT,BANDUNG,CILEUNYI,CILEUNYI KULON,207,-6.941319999999962,107.74275000000006
22,JAWA BARAT,CIANJUR,BOJONGPICUNG,SUKARATU,206,-6.870209999999929,107.28110000000004
23,JAWA BARAT,BANDUNG BARAT,CIPONGKOR,SARINAGEN,202,-6.940429999999935,107.35202000000004
24,JAWA BARAT,GARUT,MALANGBONG,MEKARASIH,200,-7.022639999999967,108.08689000000004
25,JAWA BARAT,BANDUNG,CIKANCUNG,CIHANYIR,198,-7.0232899999999745,107.81714000000005
26,JAWA BARAT,CIANJUR,CIRANJANG,NANGGALAMEKAR,196,-6.838389999999947,107.24490000000009
27,JAWA BARAT,BANDUNG BARAT,LEMBANG,CIBOGO,195,-6.807489999999973,107.63883000000004
28,JAWA BARAT,KARAWANG,KOTA BARU,PANGULAH SELATAN,192,-6.40880999999996,107.50287000000009
29,JAWA BARAT,BANDUNG BARAT,CIHAMPELAS,MEKARJAYA,190,-6.911229999999932,107.44148000000007
30,JAWA BARAT,BANDUNG,KATAPANG,CILAMPENI,190,-6.989569999999958,107.54776000000004
31,JAWA BARAT,BANDUNG BARAT,NGAMPRAH,NGAMPRAH,182,-6.838689999999929,107.51108000000005
32,JAWA BARAT,CIANJUR,BOJONGPICUNG,HEGARMANAH,180,-6.832439999999963,107.27454000000006
33,JAWA BARAT,BANDUNG BARAT,CIPATAT,MANDALASARI,176,-6.823999999999955,107.33856000000009
34,JAWA BARAT,BANDUNG,CANGKUANG,NAGRAK,175,-7.0609099999999785,107.54449000000005
35,JAWA BARAT,BANDUNG BARAT,CIHAMPELAS,MEKARMUKTI,169,-6.930609999999945,107.46420000000006
36,JAWA BARAT,BANDUNG BARAT,GUNUNGHALU,BUNIJAYA,169,-7.015009999999961,107.26456000000007
37,JAWA BARAT,KARAWANG,KLARI,DUREN,165,-6.366649999999936,107.37300000000005
38,JAWA BARAT,BANDUNG BARAT,GUNUNGHALU,WARGASALUYU,164,-7.020689999999945,107.33638000000008
39,JAWA BARAT,BANDUNG,CICALENGKA,PANENJOAN,163,-6.972259999999949,107.82870000000008
40,JAWA BARAT,BANDUNG BARAT,LEMBANG,CIKOLE,163,-6.798669999999959,107.65258000000006
41,JAWA BARAT,CIANJUR,BOJONGPICUNG,NEGLASARI,162,-6.845959999999934,107.28362000000004
42,JAWA BARAT,CIANJUR,CUGENANG,CIBULAKAN,162,-6.822889999999973,107.09871000000004
43,JAWA BARAT,BANDUNG BARAT,CISARUA,JAMBUDIPA,160,-6.816559999999981,107.55452000000008
44,JAWA BARAT,BANDUNG,CIKANCUNG,TANJUNGLAYA,158,-6.9971199999999385,107.81300000000005
45,JAWA BARAT,CIANJUR,BOJONGPICUNG,BOJONGPICUNG,154,-6.903069999999957,107.24766000000005
46,JAWA BARAT,BOGOR,BABAKAN MADANG,KADUMANGGU,150,-6.54090999999994,106.85489000000007
47,JAWA BARAT,BANDUNG,CIPARAY,MANGUNHARJA,150,-7.041649999999947,107.72032000000007
48,JAWA BARAT,BOGOR,CIAWI,CITAPEN,148,-6.6987799999999424,106.86711000000008
49,JAWA BARAT,BANDUNG BARAT,PADALARANG,CAMPAKA MEKAR,145,-6.803299999999979,107.45573000000007
50,JAWA BARAT,BANDUNG,BANJARAN,BANJARAN KULON,143,-7.048039999999958,107.58895000000007
51,JAWA BARAT,PURWAKARTA,PLERED,PALINGGIHAN,142,-6.6457999999999515,107.39265000000006
52,JAWA BARAT,SUBANG,KASOMALANG,KASOMALANG KULON,142,-6.689949999999953,107.73658000000006
53,JAWA BARAT,BOGOR,CARINGIN,LEMAH DUHUR,141,-6.723059999999975,106.84361000000007
54,JAWA BARAT,GARUT,PASIRWANGI,PASIRWANGI,138,-7.241459999999961,107.83164000000005
55,JAWA BARAT,BANDUNG,KATAPANG,GANDASARI,138,-7.022619999999961,107.55129000000005
56,JAWA BARAT,GARUT,KERSAMANAH,KERSAMANAH,137,-7.0567199999999275,108.03487000000007
57,JAWA BARAT,BANDUNG BARAT,CISARUA,PASIRHALANG,134,-6.823519999999974,107.53116000000006
58,JAWA BARAT,PURWAKARTA,PURWAKARTA,CITALANG,134,-6.545549999999935,107.45899000000009
59,JAWA BARAT,BEKASI,PEBAYURAN,BANTARJAYA,132,-6.218469999999968,107.27018000000004
60,JAWA BARAT,CIANJUR,CAMPAKAMULYA,SUKABUNGAH,132,-7.074889999999925,107.19632000000007
61,JAWA BARAT,GARUT,CILAWU,SUKAHATI,128,-7.271539999999959,107.87845000000004
62,JAWA BARAT,GARUT,KADUNGORA,TALAGASARI,126,-7.092779999999948,107.89865000000009
63,JAWA BARAT,GARUT,SAMARANG,TANJUNG KARYA,126,-7.20599999999996,107.82612000000006
64,JAWA BARAT,BOGOR,DRAMAGA,PETIR,124,-6.605669999999975,106.72467000000006
65,JAWA BARAT,CIANJUR,KADUPANDAK,NEGLASARI,124,-7.241909999999962,107.00770000000006
66,JAWA BARAT,CIANJUR,SUKARESMI,CIKANCANA,118,-6.698659999999961,107.14529000000005
67,JAWA BARAT,BANDUNG,ARJASARI,BATUKARUT,116,-7.046479999999974,107.60065000000009
68,JAWA BARAT,BOGOR,CIJERUK,WARUNG MENTENG,116,-6.7061899999999355,106.80416000000008
69,JAWA BARAT,CIANJUR,CIBEBER,SUKAMAJU,116,-6.914519999999925,107.15734000000003
70,JAWA BARAT,BANDUNG BARAT,CIPONGKOR,CIBENDA,114,-6.939009999999939,107.32491000000005
71,JAWA BARAT,BEKASI,TAMBUN UTARA,KARANGSATRIA,112,-6.224409999999978,107.04269000000005
72,JAWA BARAT,CIANJUR,CIBEBER,KARANGNUNGGAL,112,-6.919649999999933,107.18449000000004
73,JAWA BARAT,GARUT,TAROGONG KALER,SIRNAJAYA,111,-7.204649999999958,107.86248000000006
74,JAWA BARAT,GARUT,MALANGBONG,LEWOBARU,110,-7.056959999999947,108.05147000000005
75,JAWA BARAT,BANDUNG,SOREANG,KARAMATMULYA,108,-7.03914999999995,107.50968000000006
76,JAWA BARAT,BANDUNG BARAT,CIPONGKOR,NEGLASARI,107,-6.9620499999999765,107.35965000000004
77,JAWA BARAT,BOGOR,JONGGOL,SUKAMAJU,107,-6.457789999999932,107.05979000000008
78,JAWA BARAT,GARUT,CIGEDUG,SINDANGSARI,106,-7.316479999999956,107.81345000000005
79,JAWA BARAT,CIANJUR,PACET,GADOG,106,-6.732399999999927,107.05012000000005
80,JAWA BARAT,CIANJUR,CIBINONG,BATULAWANG,106,-7.373209999999972,107.14439000000004
81,JAWA BARAT,MAJALENGKA,KADIPATEN,KADIPATEN,105,-6.770819999999958,108.16808000000009
82,JAWA BARAT,CIANJUR,CUGENANG,CIBEUREUM,105,-6.783769999999947,107.06362000000007
83,JAWA BARAT,BANDUNG BARAT,LEMBANG,KAYUAMBON,104,-6.817969999999946,107.63312000000008
84,JAWA BARAT,PURWAKARTA,BABAKANCIKAO,CICADAS,104,-6.4953499999999735,107.40468000000004
85,JAWA BARAT,GARUT,MALANGBONG,SUKARASA,104,-7.051689999999951,108.04421000000008
86,JAWA BARAT,SUBANG,KALIJATI,TANGGULUN TIMUR,104,-6.550699999999949,107.65962000000007
87,JAWA BARAT,BANDUNG,SOLOKANJERUK,PADAMUKTI,103,-7.006729999999948,107.77203000000009
88,JAWA BARAT,GARUT,KERSAMANAH,MEKARRAYA,102,-7.0567199999999275,108.03487000000007
89,JAWA BARAT,KARAWANG,KUTAWALUYA,KUTAGANDOK,102,-6.158789999999954,107.32407000000006
90,JAWA BARAT,CIANJUR,GEKBRONG,GEKBRONG,98,-6.871289999999931,107.06658000000004
91,JAWA BARAT,BOGOR,CIGOMBONG,CIBURAYUT,98,-6.720909999999947,106.79048000000006
92,JAWA BARAT,CIANJUR,CIDAUN,GELARPAWITAN,98,-7.375119999999981,107.40757000000008
93,JAWA BARAT,BANDUNG BARAT,GUNUNGHALU,TAMANJAYA,97,-6.993139999999926,107.32048000000009
94,JAWA BARAT,BOGOR,CIAWI,BANJAR WANGI,96,-6.677849999999978,106.86314000000004
95,JAWA BARAT,CIANJUR,HAURWANGI,KERTAMUKTI,96,-6.8049499999999625,107.30377000000004
96,JAWA BARAT,BANDUNG BARAT,CIHAMPELAS,TANJUNGWANGI,96,-6.957769999999925,107.49174000000005
97,JAWA BARAT,GARUT,PASIRWANGI,PASIRKIAMIS,96,-7.2284499999999525,107.80671000000007
98,JAWA BARAT,BOGOR,PAMIJAHAN,GUNUNG PICUNG,94,-6.676339999999925,106.68061000000006
99,JAWA BARAT,BOGOR,CIAWI,JAMBULUWUK,94,-6.689229999999952,106.87749000000008
100,JAWA BARAT,CIANJUR,CIDAUN,KARANGWANGI,94,-7.471679999999935,107.40923000000004
101,JAWA BARAT,CIANJUR,PAGELARAN,BUNIJAYA,92,-7.145149999999944,107.19554000000005
102,JAWA BARAT,KARAWANG,TELUKJAMBE BARAT,WANAJAYA,92,-6.399229999999932,107.23836000000006
103,JAWA BARAT,BOGOR,CISARUA,CILEMBER,91,-6.6519799999999805,106.92372000000006
104,JAWA BARAT,BANDUNG BARAT,CIKALONGWETAN,TENJOLAUT,90,-6.708729999999946,107.42838000000006
105,JAWA BARAT,CIANJUR,HAURWANGI,KERTASARI,90,-6.817289999999957,107.30979000000008
106,JAWA BARAT,GARUT,SELAAWI,SELAAWI,90,-7.006909999999948,108.02054000000004
107,JAWA BARAT,CIANJUR,CILAKU,RANCAGOONG,90,-6.842009999999959,107.10898000000009
108,JAWA BARAT,BANDUNG BARAT,CIPEUNDEUY,NYENANG,88,-6.746309999999937,107.35042000000004
109,JAWA BARAT,KARAWANG,KLARI,CURUG,88,-6.424009999999953,107.38002000000006
110,JAWA BARAT,BANDUNG BARAT,RONGGA,SUKARESMI,88,-6.947899999999947,107.28470000000004
111,JAWA BARAT,SUBANG,SAGALAHERANG,SAGALAHERANG KIDUL,86,-6.674399999999935,107.65945000000005
112,JAWA BARAT,KOTA BANJAR,BANJAR,BALOKANG,85,-7.3713599999999815,108.50890000000004
113,JAWA BARAT,GARUT,KERSAMANAH,NANJUNGJAYA,84,-7.053699999999935,108.02291000000008
114,JAWA BARAT,BANDUNG,PACET,MEKARJAYA,84,-7.111069999999927,107.69736000000006
115,JAWA BARAT,SUBANG,PAMANUKAN,PAMANUKAN,83,-6.290849999999978,107.82065000000006
116,JAWA BARAT,CIANJUR,PACET,CIBODAS,83,-6.72936999999996,107.06224000000009
117,JAWA BARAT,CIANJUR,CIDAUN,CIDAMAR,83,-7.486769999999979,107.37128000000007
118,JAWA BARAT,BOGOR,SUKAMAKMUR,SUKAWANGI,83,-6.644079999999974,107.01357000000007
119,JAWA BARAT,BANDUNG,SOREANG,PANYIRAPAN,83,-7.040269999999964,107.52593000000007
120,JAWA BARAT,BOGOR,CIBUNGBULANG,CEMPLANG,83,-6.577129999999954,106.65244000000007
121,JAWA BARAT,BANDUNG,KERTASARI,CIHAWUK,83,-7.191149999999936,107.70395000000008
122,JAWA BARAT,CIANJUR,CIBEBER,SALAMNUNGGAL,82,-6.8977899999999295,107.20438000000007
123,JAWA BARAT,KARAWANG,KUTAWALUYA,KUTAKARYA,82,-6.1677799999999365,107.31082000000004
124,JAWA BARAT,BANDUNG,CILENGKRANG,CIPANJALU,80,-6.8443399999999315,107.73082000000005
125,JAWA BARAT,GARUT,CISURUPAN,SIMPANGSARI,80,-7.274689999999964,107.81219000000004
126,JAWA BARAT,BOGOR,CIGOMBONG,CISALADA,80,-6.734329999999943,106.79554000000007
127,JAWA BARAT,BEKASI,CIKARANG TIMUR,JATIREJA,79,-6.292189999999948,107.17969000000005
128,JAWA BARAT,GARUT,CIBATU,KERESEK,79,-7.096649999999954,107.98589000000004
129,JAWA BARAT,GARUT,TAROGONG KIDUL,MEKARGALIH,78,-7.209079999999972,107.86291000000006
130,JAWA BARAT,MAJALENGKA,KADIPATEN,LIANGJULANG,77,-6.77726999999993,108.16972000000004
131,JAWA BARAT,GARUT,BAYONGBONG,PANEMBONG,77,-7.260199999999941,107.85148000000004
132,JAWA BARAT,PURWAKARTA,BABAKANCIKAO,CIWARENG,76,-6.515769999999975,107.43550000000005
133,JAWA BARAT,GARUT,TAROGONG KALER,PANJIWANGI,76,-7.190809999999942,107.83520000000004
134,JAWA BARAT,CIANJUR,CIRANJANG,MEKARGALIH,75,-6.827469999999948,107.26066000000009
135,JAWA BARAT,BANDUNG BARAT,CIKALONGWETAN,WANGUNJAYA,74,-6.722989999999925,107.46645000000007
136,JAWA BARAT,CIANJUR,KADUPANDAK,WARGAASIH,74,-7.187549999999931,107.01068000000004
137,JAWA BARAT,MAJALENGKA,BANJARAN,SANGIANG,74,-6.942299999999932,108.35385000000008
138,JAWA BARAT,CIANJUR,CIBEBER,GIRIMULYA,74,-6.942279999999926,107.18433000000005
139,JAWA BARAT,BOGOR,CIGUDEG,BANYUWANGI,72,-6.504599999999925,106.55619000000007
140,JAWA BARAT,PURWAKARTA,TEGALWARU,WARUNGJERUK,72,-6.653009999999938,107.32957000000005
141,JAWA BARAT,SUBANG,SAGALAHERANG,SAGALAHERANG KALER,72,-6.669489999999939,107.65995000000004
142,JAWA BARAT,CIANJUR,CIDAUN,NEGLASARI,72,-7.399659999999926,107.45078000000007
143,JAWA BARAT,CIANJUR,CAMPAKAMULYA,CAMPAKAMULYA,72,-7.067279999999926,107.18305000000004
144,JAWA BARAT,BOGOR,CIBUNGBULANG,CIARUTEUN ILIR,72,-6.541349999999966,106.67372000000006
145,JAWA BARAT,GARUT,KERSAMANAH,SUKAMERANG,71,-7.054679999999962,108.00714000000005
146,JAWA BARAT,BOGOR,CIAWI,CILEUNGSI,71,-6.725539999999967,106.89282000000009
147,JAWA BARAT,GARUT,WANARAJA,SINDANGRATU,71,-7.183259999999962,107.99945000000008
148,JAWA BARAT,CIANJUR,CIBEBER,CIPETIR,71,-6.931069999999977,107.11251000000004
149,JAWA BARAT,CIANJUR,CUGENANG,SUKAMULYA,70,-6.790779999999927,107.04338000000007
150,JAWA BARAT,PANGANDARAN,MANGUNJAYA,JANGRAGA,70,-7.486349999999959,108.67700000000008
151,JAWA BARAT,KARAWANG,CILAMAYA KULON,KIARA,70,-6.271519999999953,107.49654000000004
152,JAWA BARAT,GARUT,MALANGBONG,CAMPAKA,70,-7.07765999999998,108.09491000000008
153,JAWA BARAT,BANDUNG BARAT,SINDANGKERTA,CIKADU,70,-6.996039999999937,107.41621000000004
154,JAWA BARAT,BOGOR,CIAMPEA,TEGALWARU,69,-6.564799999999934,106.69888000000009
155,JAWA BARAT,SUBANG,CIBOGO,CIBOGO,69,-6.560579999999959,107.83901000000009
156,JAWA BARAT,CIANJUR,SUKALUYU,BABAKANSARI,69,-6.835169999999948,107.21103000000005
157,JAWA BARAT,PURWAKARTA,BOJONG,CIBINGBIN,68,-6.712755012192183,107.50807002536396
158,JAWA BARAT,BOGOR,KEMANG,BOJONG,68,-6.525229999999965,106.75193000000007
159,JAWA BARAT,BANDUNG BARAT,CISARUA,TUGUMUKTI,67,-6.806499999999971,107.54893000000004
160,JAWA BARAT,SUBANG,CIASEM,DUKUH,67,-6.340129999999931,107.71023000000008
161,JAWA BARAT,BOGOR,CIBUNGBULANG,CIARUTEUN UDIK,67,-6.60367999999994,106.67829000000006
162,JAWA BARAT,CIANJUR,CIKALONGKULON,MAJALAYA,66,-6.711499999999944,107.18176000000005
163,JAWA BARAT,SUBANG,CIBOGO,CINANGSI,66,-6.559499999999957,107.79238000000004
164,JAWA BARAT,CIANJUR,CUGENANG,GASOL,66,-6.8110999999999535,107.09909000000005
165,JAWA BARAT,BANDUNG,CIMAUNG,MEKARSARI,66,-7.11678999999998,107.57204000000007
166,JAWA BARAT,CIANJUR,CAMPAKA,MEKARJAYA,66,-7.023139999999955,107.17571000000004
167,JAWA BARAT,CIAMIS,SINDANGKASIH,SUKASENANG,66,-7.303819999999973,108.24539000000004
168,JAWA BARAT,CIANJUR,WARUNGKONDANG,BUNISARI,66,-6.8602299999999445,107.08376000000004
169,JAWA BARAT,BOGOR,CIAMPEA,CINANGKA,65,-6.5915299999999775,106.70239000000004
170,JAWA BARAT,GARUT,BL. LIMBANGAN,PANGEUREUNAN,65,-6.978929999999934,107.89790000000005
171,JAWA BARAT,CIANJUR,PAGELARAN,PASIRBARU,64,-7.153749999999945,107.13937000000004
172,JAWA BARAT,GARUT,MALANGBONG,CISITU,64,-7.050269999999955,108.08811000000009
173,JAWA BARAT,KARAWANG,CILAMAYA KULON,TEGALURUNG,64,-6.217239999999947,107.50963000000007
174,JAWA BARAT,SUBANG,PAGADEN,GAMBARSARI,64,-6.446109999999976,107.78871000000004
175,JAWA BARAT,BOGOR,CISEENG,KARIHKIL,63,-6.486149999999952,106.67782000000005
176,JAWA BARAT,SUBANG,CIASEM,JATIBARU,63,-6.339739999999949,107.73062000000004
177,JAWA BARAT,CIANJUR,HAURWANGI,CIPEUYEUM,63,-6.8104699999999525,107.29169000000007
178,JAWA BARAT,BOGOR,TANJUNGSARI,TANJUNGSARI,63,-6.6013999999999555,107.14780000000007
179,JAWA BARAT,KARAWANG,TELUKJAMBE BARAT,WANASARI,62,-6.357759999999928,107.23260000000005
180,JAWA BARAT,GARUT,SUKAWENING,PASANGGRAHAN,62,-7.160409999999956,108.00768000000005
181,JAWA BARAT,MAJALENGKA,MAJA,MAJA SELATAN,62,-6.8886099999999715,108.30388000000005
182,JAWA BARAT,KARAWANG,JAYAKERTA,KEMIRI,62,-6.133109999999931,107.31296000000003
183,JAWA BARAT,GARUT,BANYURESMI,BANYURESMI,61,-7.145869999999945,107.89808000000005
184,JAWA BARAT,BEKASI,CIKARANG SELATAN,SUKARESMI,61,-6.322549999999978,107.12876000000006
185,JAWA BARAT,BOGOR,SUKARAJA,CIMANDALA,61,-6.52786999999995,106.82763000000006
186,JAWA BARAT,CIAMIS,SINDANGKASIH,BUDIASIH,61,-7.274759999999958,108.24059000000005
187,JAWA BARAT,BOGOR,CIGUDEG,SUKARAKSA,61,-6.583449999999971,106.52358000000004
188,JAWA BARAT,BOGOR,NANGGUNG,NANGGUNG,60,-6.703619999999944,106.52416000000005
189,JAWA BARAT,PURWAKARTA,JATILUHUR,PARAKANLIMA,60,-6.604919999999936,107.44942000000009
190,JAWA BARAT,CIAMIS,JATINAGARA,JATINAGARA,60,-7.161649999999952,108.37470000000008
191,JAWA BARAT,GARUT,BAYONGBONG,HEGARMANAH,60,-7.260669999999948,107.85701000000006
192,JAWA BARAT,BANDUNG,CIMAUNG,SUKAMAJU,60,-7.10376999999994,107.54220000000004
193,JAWA BARAT,KARAWANG,TEMPURAN,PANCAKARYA,60,-6.191799999999944,107.43889000000007
194,JAWA BARAT,SUBANG,PAGADEN,SUMBERSARI,60,-6.442959999999971,107.77752000000004
195,JAWA BARAT,BOGOR,CIBUNGBULANG,CIJUJUNG,59,-6.550069999999948,106.65674000000007
196,JAWA BARAT,BANDUNG,CIWIDEY,NENGKELAN,59,-7.0602499999999395,107.45222000000007
197,JAWA BARAT,SUBANG,PABUARAN,KARANGHEGAR,59,-6.419869999999946,107.63999000000007
198,JAWA BARAT,CIANJUR,PASIRKUDA,KALIBARU,59,-7.22208999999998,107.18823000000003
199,JAWA BARAT,GARUT,BAYONGBONG,CIBURUY,58,-7.271309999999971,107.81796000000008
200,JAWA BARAT,KARAWANG,TEGALWARU,MEKARBUANA,58,-6.568239999999946,107.22936000000004
201,JAWA BARAT,CIANJUR,PASIRKUDA,KARANGJAYA,58,-7.168169999999975,107.26669000000004
202,JAWA BARAT,KARAWANG,TIRTAJAYA,KUTAMAKMUR,58,-6.0683199999999715,107.29311000000007
203,JAWA BARAT,BOGOR,PAMIJAHAN,CIMAYANG,57,-6.6089999999999804,106.66477000000003
204,JAWA BARAT,MAJALENGKA,KADIPATEN,KARANGSAMBUNG,57,-6.735019999999963,108.16363000000007
205,JAWA BARAT,BANDUNG,IBUN,NEGLASARI,57,-7.1172299999999495,107.74263000000008
206,JAWA BARAT,BOGOR,NANGGUNG,PARAKANMUNCANG,56,-6.579999999999927,106.54444000000007
207,JAWA BARAT,KARAWANG,TELUKJAMBE BARAT,MARGAMULYA,56,-6.379879999999957,107.25518000000005
208,JAWA BARAT,BOGOR,BOJONG GEDE,KEDUNGWARINGIN,56,-6.499709999999936,106.79260000000005
209,JAWA BARAT,GARUT,SAMARANG,CINTAASIH,56,-7.229059999999947,107.84292000000005
210,JAWA BARAT,PURWAKARTA,DARANGDAN,NANGEWER,55,-6.7126400124806125,107.47728501329073
211,JAWA BARAT,MAJALENGKA,KADIPATEN,HEULEUT,55,-6.787689999999941,108.17370000000005
212,JAWA BARAT,PURWAKARTA,SUKATANI,CILALAWI,55,-6.61976999999996,107.40440000000007
213,JAWA BARAT,BOGOR,PAMIJAHAN,GUNUNGMENYAN,55,-6.623059999999953,106.66784000000007
214,JAWA BARAT,CIANJUR,GEKBRONG,CIKANCANA,55,-6.884369999999933,107.08461000000005
215,JAWA BARAT,KUNINGAN,CIGANDAMEKAR,TIMBANG,54,-6.882159999999942,108.51718000000005
216,JAWA BARAT,PURWAKARTA,KIARAPEDES,SUMBERSARI,54,-6.672469999999976,107.58893000000006
217,JAWA BARAT,CIANJUR,CIDAUN,MEKARJAYA,54,-7.298629999999946,107.44034000000005
218,JAWA BARAT,BEKASI,TAMBUN UTARA,SRIAMUR,54,-6.187269999999955,107.05004000000008
219,JAWA BARAT,GARUT,MALANGBONG,SAKAWAYANG,54,-7.030409999999961,108.07124000000005
220,JAWA BARAT,SUBANG,CIPUNAGARA,SIMPAR,54,-6.432079999999928,107.84568000000007
221,JAWA BARAT,CIANJUR,SUKANAGARA,SUKAKARYA,54,-7.150759999999934,107.08122000000009
222,JAWA BARAT,GARUT,BAYONGBONG,SELAKURAY,53,-7.25246999999996,107.86919000000006
223,JAWA BARAT,GARUT,PANGATIKAN,KARANGSARI,53,-7.150319999999965,107.99171000000007
224,JAWA BARAT,SUBANG,KALIJATI,TANGGULUN BARAT,53,-6.524109999999951,107.64678000000004
225,JAWA BARAT,CIAMIS,PURWADADI,SUKAMULYA,52,-7.42527999999993,108.63862000000006
226,JAWA BARAT,KUNINGAN,LURAGUNG,WILANAGARA,52,-7.037849999999935,108.62273000000005
227,JAWA BARAT,BOGOR,KEMANG,JAMPANG,52,-6.474489999999946,106.72874000000007
228,JAWA BARAT,BANDUNG BARAT,CIPEUNDEUY,CIHARASHAS,52,-6.725259999999935,107.38051000000007
229,JAWA BARAT,SUBANG,PAGADEN,GUNUNGSEMBUNG,52,-6.510099999999966,107.80111000000005
230,JAWA BARAT,CIANJUR,CIBEBER,CIBADAK,51,-6.953539999999975,107.16959000000008
231,JAWA BARAT,KARAWANG,LEMAHABANG,CIWARINGIN,51,-6.316389999999956,107.41506000000004
232,JAWA BARAT,BEKASI,CIKARANG TIMUR,JATIBARU,51,-6.285039999999981,107.21358000000004
233,JAWA BARAT,BEKASI,SETU,CIJENGKOL,50,-6.327539999999942,107.03999000000005
234,JAWA BARAT,PURWAKARTA,KIARAPEDES,MEKARJAYA,50,-6.60743999999994,107.57575000000008
235,JAWA BARAT,BOGOR,SUKAMAKMUR,SUKAMAKMUR,50,-6.62027999999998,107.01397000000009
236,JAWA BARAT,PURWAKARTA,PLERED,CITEKOKALER,50,-6.640649999999937,107.37462000000005
237,JAWA BARAT,CIANJUR,MANDE,MEKARJAYA,49,-6.7681799999999726,107.12741000000005
238,JAWA BARAT,KARAWANG,LEMAHABANG,PULOJAYA,48,-6.281059999999968,107.47775000000007
239,JAWA BARAT,KUNINGAN,CIGANDAMEKAR,SANGKANHURIP,48,-6.891689999999926,108.49988000000008
240,JAWA BARAT,CIANJUR,CIKALONGKULON,NEGLASARI,48,-6.6982099999999605,107.21098000000006
241,JAWA BARAT,GARUT,BANYURESMI,BINAKARYA,48,-7.144859999999937,107.97151000000008
242,JAWA BARAT,GARUT,CISURUPAN,SIRNAJAYA,48,-7.300929999999937,107.75582000000009
243,JAWA BARAT,KARAWANG,TIRTAMULYA,BOJONGSARI,48,-6.3279399999999555,107.45811000000003
244,JAWA BARAT,CIAMIS,SINDANGKASIH,SUKARESIK,48,-7.279499999999928,108.25441000000006
245,JAWA BARAT,KARAWANG,PEDES,KERTARAHARJA,48,-6.1155599999999595,107.36763000000008
246,JAWA BARAT,PURWAKARTA,SUKATANI,SUKAJAYA,48,-6.591689999999971,107.42874000000006
247,JAWA BARAT,CIANJUR,MANDE,MANDE,48,-6.732869999999934,107.24321000000003
248,JAWA BARAT,GARUT,TAROGONG KALER,SUKAJADI,47,-7.2066899999999805,107.83899000000008
249,JAWA BARAT,GARUT,SUKAWENING,SUKAWENING,47,-7.126239999999939,107.99076000000008
250,JAWA BARAT,MAJALENGKA,KADIPATEN,PAGANDON,47,-6.747279999999932,108.17773000000005
251,JAWA BARAT,CIANJUR,PAGELARAN,PADAMAJU,47,-7.194229999999948,107.16481000000005
252,JAWA BARAT,GARUT,LEUWIGOONG,MARGAHAYU,47,-7.145039999999938,107.93360000000007
253,JAWA BARAT,KARAWANG,CILAMAYA WETAN,TEGALWARU,47,-6.2666399999999385,107.57069000000007
254,JAWA BARAT,SUBANG,PATOKBEUSI,TAMBAKJATI,47,-6.332179999999937,107.58590000000004
255,JAWA BARAT,CIANJUR,CUGENANG,SUKAJAYA,46,-6.837219999999945,107.07515000000006
