kode_provinsi,nama_provinsi,bps_kode_kabupaten_kota,bps_nama_kabupaten_kota,bps_kode_kecamatan,bps_nama_kecamatan,bps_kode_desa_kelurahan,bps_nama_desa_kelurahan,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,kemendagri_kode_desa_kelurahan,kemendagri_nama_desa_kelurahan,titik_longitude,titik_latitude,tahun,id
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202270.0,KALAPANUNGGAL,3202270004.0,KADUNUNGGAL,32.02.18,KALAPANUNGGAL,32.02.18.2005,KADUNUNGGAL,"106.40'444""E",6.50'24''5,2019.0,574
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202270.0,KALAPANUNGGAL,3202270001.0,WALANG SARI,32.02.18,KALAPANUNGGAL,32.02.18.2006,WALANG SARI,6.48455,106.39.0,2019.0,575
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202270.0,KALAPANUNGGAL,3202270006.0,GUNUNGENDUT,32.02.18,KALAPANUNGGAL,32.02.18.2007,GUNUNGENDUT,6'51'51''5,106'42'54''E,2019.0,576
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202300.0,KABANDUNGAN,3202300003.0,KABANDUNGAN,32.02.19,KABANDUNGAN,32.02.19.2001,KABANDUNGAN,"6 47'11""5",106 37'7,2019.0,577
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202300.0,KABANDUNGAN,3202300004.0,CIPEUTEUY,32.02.19,KABANDUNGAN,32.02.19.2002,CIPEUTEUY,"106 36'16""E","6 46'35""5",2019.0,578
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202300.0,KABANDUNGAN,3202300005.0,CIHAMERANG,32.02.19,KABANDUNGAN,32.02.19.2003,CIHAMERANG,"106 35'20""","6 47'36""",2019.0,579
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202300.0,KABANDUNGAN,3202300002.0,TUGUBANDUNG,32.02.19,KABANDUNGAN,32.02.19.2004,TUGUBANDUNG,10.662.185,-680.456,2019.0,580
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202300.0,KABANDUNGAN,3202300001.0,MEKARJAYA,32.02.19,KABANDUNGAN,32.02.19.2005,MEKARJAYA,"106 36'6""E","6 48'7""5",2019.0,581
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202300.0,KABANDUNGAN,3202300006.0,CIANAGA,32.02.19,KABANDUNGAN,32.02.19.2006,CIANAGA,"106 37'24""E","6 49'43""5",2019.0,582
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202021.0,WALURAN,3202021002.0,WALURAN,32.02.20,WALURAN,32.02.20.2001,WALURAN,106.599401,-7.2123,2019.0,583
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202021.0,WALURAN,3202021003.0,SUKAMUKTI,32.02.20,WALURAN,32.02.20.2002,SUKAMUKTI,106.623.456,-7.213.270,2019.0,584
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202021.0,WALURAN,3202021001.0,CARINGINNUNGGAL,32.02.20,WALURAN,32.02.20.2003,CARINGINNUNGGAL,106.540699,-7.263086,2019.0,585
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202021.0,WALURAN,3202021004.0,MEKARMUKTI,32.02.20,WALURAN,32.02.20.2004,MEKARMUKTI,106.573.840,-7.231.488,2019.0,586
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202021.0,WALURAN,3202021006.0,MANGUNJAYA,32.02.20,WALURAN,32.02.20.2005,MANGUNJAYA,106.623.111,-7.197.090,2019.0,587
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202021.0,WALURAN,3202021005.0,WALURAN MANDIRI,32.02.20,WALURAN,32.02.20.2006,WALURAN MANDIRI,1.066.105.499,-7.194.863,2019.0,588
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202040.0,JAMPANGKULON,3202040002.0,BOJONGGENTENG,32.02.21,JAMPANGKULON,32.02.21.2002,BOJONGGENTENG,-7.288414,"106.6197312,17",2019.0,589
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202040.0,JAMPANGKULON,3202040013.0,CIKARANG,32.02.21,JAMPANGKULON,32.02.21.2003,CIKARANG,-7.225713,106.644529,2019.0,590
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202040.0,JAMPANGKULON,3202040003.0,BOJONGSARI,32.02.21,JAMPANGKULON,32.02.21.2005,BOJONGSARI,729637.0,10663068.0,2019.0,591
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202040.0,JAMPANGKULON,3202040005.0,NAGRAKSARI,32.02.21,JAMPANGKULON,32.02.21.2007,NAGRAKSARI,-7.277.900,106.623.763,2019.0,592
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202040.0,JAMPANGKULON,3202040004.0,MEKARJAYA,32.02.21,JAMPANGKULON,32.02.21.2008,MEKARJAYA,-7.277838,106.637369,2019.0,593
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202040.0,JAMPANGKULON,3202040007.0,TANJUNG,32.02.21,JAMPANGKULON,32.02.21.2009,TANJUNG,71571063651.0,327287.0,2019.0,594
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202040.0,JAMPANGKULON,3202040001.0,CIPARAY,32.02.21,JAMPANGKULON,32.02.21.2011,CIPARAY,729555.0,10661189.0,2019.0,595
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202040.0,JAMPANGKULON,3202040008.0,PADAJAYA,32.02.21,JAMPANGKULON,32.02.21.2013,PADAJAYA,773139.0,112249146.0,2019.0,596
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202040.0,JAMPANGKULON,3202040014.0,KARANGANYAR,32.02.21,JAMPANGKULON,32.02.21.2014,KARANGANYAR,"103,43,76","4,557,7",2019.0,597
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202040.0,JAMPANGKULON,3202040015.0,CIKARANGGEUSAN,32.02.21,JAMPANGKULON,32.02.21.2016,CIKARANGGEUSAN,"106,55,34 E","6,55,12,5",2019.0,598
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202010.0,CIEMAS,3202010005.0,CIEMAS,32.02.22,CIEMAS,32.02.22.2001,CIEMAS,7°8'42''S,106°32'37''E,2019.0,599
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202010.0,CIEMAS,3202010001.0,CIBENDA,32.02.22,CIEMAS,32.02.22.2002,CIBENDA,-727.626,106.50208,2019.0,600
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202010.0,CIEMAS,3202010002.0,CIWARU,32.02.22,CIEMAS,32.02.22.2003,CIWARU,106°27'27''E,7°12'33''S,2019.0,601
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202010.0,CIEMAS,3202010004.0,MEKARJAYA,32.02.22,CIEMAS,32.02.22.2004,MEKARJAYA,7°12'23''S,106°32'0''E,2019.0,602
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202010.0,CIEMAS,3202010006.0,GIRIMUKTI,32.02.22,CIEMAS,32.02.22.2005,GIRIMUKTI,-716177.0,10648047.0,2019.0,603
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202010.0,CIEMAS,3202010003.0,TAMANJAYA,32.02.22,CIEMAS,32.02.22.2006,TAMANJAYA,-7.231549,106.523103,2019.0,604
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202010.0,CIEMAS,3202010007.0,MANDRAJAYA,32.02.22,CIEMAS,32.02.22.2007,MANDRAJAYA,7.12.33.S,106-27.27.E,2019.0,605
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202010.0,CIEMAS,3202010009.0,SIDAMULYA,32.02.22,CIEMAS,32.02.22.2008,SIDAMULYA,-727729.0,10645191.0,2019.0,606
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202010.0,CIEMAS,3202010008.0,MEKARSAKTI,32.02.22,CIEMAS,32.02.22.2009,MEKARSAKTI,112249146.0,-773139.0,2019.0,607
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202050.0,KALIBUNDER,3202050003.0,KALIBUNDER,32.02.23,KALIBUNDER,32.02.23.2001,KALIBUNDER,106.72313.368,-7.26298,2019.0,608
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202050.0,KALIBUNDER,3202050005.0,BOJONG,32.02.23,KALIBUNDER,32.02.23.2002,BOJONG,7221740.0,106779680.0,2019.0,609
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202050.0,KALIBUNDER,3202050001.0,CIMAHPAR,32.02.23,KALIBUNDER,32.02.23.2003,CIMAHPAR,0.0,0.0,2019.0,610
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202050.0,KALIBUNDER,3202050002.0,SEKARSARI,32.02.23,KALIBUNDER,32.02.23.2004,SEKARSARI,106697392.0,-7290569.0,2019.0,611
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202050.0,KALIBUNDER,3202050004.0,SUKALUYU,32.02.23,KALIBUNDER,32.02.23.2005,SUKALUYU,7260577.0,106727757.0,2019.0,612
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202050.0,KALIBUNDER,3202050006.0,BALEKAMBANG,32.02.23,KALIBUNDER,32.02.23.2006,BALEKAMBANG,7245134.0,106744388.0,2019.0,613
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202050.0,KALIBUNDER,3202050007.0,MEKARWANGI,32.02.23,KALIBUNDER,32.02.23.2007,MEKARWANGI,-773139.0,112249146.0,2019.0,614
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202030.0,SURADE,3202030012.0,JAGAMUKTI,32.02.24,SURADE,32.02.24.2001,JAGAMUKTI,106.576505,-7.348232,2019.0,615
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202030.0,SURADE,3202030011.0,CITANGLAR,32.02.24,SURADE,32.02.24.2002,CITANGLAR,106-35.00.61,07-19.09.75,2019.0,616
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202030.0,SURADE,3202030015.0,WANASARI,32.02.24,SURADE,32.02.24.2003,WANASARI,106'586''539,-7.298.537,2019.0,617
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202030.0,SURADE,3202030016.0,SIRNASARI,32.02.24,SURADE,32.02.24.2005,SIRNASARI,106 35'43.644 E,-7 16'53.946,2019.0,618
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202030.0,SURADE,3202030014.0,KADALEMAN,32.02.24,SURADE,32.02.24.2006,KADALEMAN,1060 451,60 561-70041,2019.0,619
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202030.0,SURADE,3202030004.0,GUNUNGSUNGGING,32.02.24,SURADE,32.02.24.2007,GUNUNGSUNGGING,106.554063,-7.3699719,2019.0,620
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202030.0,SURADE,3202030003.0,CIPEUNDEUY,32.02.24,SURADE,32.02.24.2008,CIPEUNDEUY,106'33''34E,-722245.0,2019.0,621
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202030.0,SURADE,3202030001.0,PASIRIPIS,32.02.24,SURADE,32.02.24.2009,PASIRIPIS,"106,o 45,1","6,06-7 o 04,1",2019.0,622
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202030.0,SURADE,3202030002.0,BUNIWANGI,32.02.24,SURADE,32.02.24.2010,BUNIWANGI,112249146.0,-773139.0,2019.0,623
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202030.0,SURADE,3202030017.0,SUKATANI,32.02.24,SURADE,32.02.24.2011,SUKATANI,1.16,-70041.0,2019.0,624
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202030.0,SURADE,3202030018.0,KADEMANGAN,32.02.24,SURADE,32.02.24.2012,KADEMANGAN,"106,59,441,959",-7.34216041,2019.0,625
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202031.0,CIBITUNG,3202031006.0,TALAGAMURNI,32.02.25,CIBITUNG,32.02.25.2001,TALAGAMURNI,"-7.3109235,106.597","-7.3109235,106.597",2019.0,626
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202031.0,CIBITUNG,3202031005.0,BANYUMURNI,32.02.25,CIBITUNG,32.02.25.2002,BANYUMURNI,112249146.0,-773139.0,2019.0,627
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202031.0,CIBITUNG,3202031002.0,CIBITUNG,32.02.25,CIBITUNG,32.02.25.2003,CIBITUNG,1063832.0,-7.1753,2019.0,628
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202031.0,CIBITUNG,3202031001.0,CIDAHU,32.02.25,CIBITUNG,32.02.25.2004,CIDAHU,720-32-5,106-35-47-E,2019.0,629
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202031.0,CIBITUNG,3202031004.0,CIBODAS,32.02.25,CIBITUNG,32.02.25.2005,CIBODAS,1063745.0,-7.1916,2019.0,630
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202031.0,CIBITUNG,3202031003.0,BANYUWANGI,32.02.25,CIBITUNG,32.02.25.2006,BANYUWANGI,-7.3245717,106.6508.099,2019.0,631
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202020.0,CIRACAP,3202020004.0,CIRACAP,32.02.26,CIRACAP,32.02.26.2001,CIRACAP,1065834817.0,-73193260.0,2019.0,632
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202020.0,CIRACAP,3202020002.0,CIKANGKUNG,32.02.26,CIRACAP,32.02.26.2002,CIKANGKUNG,-7.30707,106.45805,2019.0,633
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202020.0,CIRACAP,3202020001.0,GUNUNGBATU,32.02.26,CIRACAP,32.02.26.2003,GUNUNGBATU,106'25'22,07'19'38,2019.0,634
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202020.0,CIRACAP,3202020003.0,PURWASEDAR,32.02.26,CIRACAP,32.02.26.2004,PURWASEDAR,112.249146,-0.773139,2019.0,635
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202020.0,CIRACAP,3202020005.0,PASIRPANJANG,32.02.26,CIRACAP,32.02.26.2005,PASIRPANJANG,106'52548,-730477.0,2019.0,636
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202020.0,CIRACAP,3202020006.0,MEKARSARI,32.02.26,CIRACAP,32.02.26.2006,MEKARSARI,-7.30606,106.47995,2019.0,637
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202020.0,CIRACAP,3202020008.0,UJUNG GENTENG,32.02.26,CIRACAP,32.02.26.2007,UJUNG GENTENG,10645071.0,-7357159.0,2019.0,638
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202020.0,CIRACAP,3202020007.0,PANGUMBAHAN,32.02.26,CIRACAP,32.02.26.2008,PANGUMBAHAN,106423612.0,-7327493.0,2019.0,639
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202201.0,GUNUNGGURUH,3202201004.0,CIKUJANG,32.02.27,GUNUNGGURUH,32.02.27.2001,CIKUJANG,106.5424,-6.5624,2019.0,640
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202201.0,GUNUNGGURUH,3202201003.0,GUNUNGGURUH,32.02.27,GUNUNGGURUH,32.02.27.2002,GUNUNGGURUH,10690567.0,-694962.0,2019.0,641
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202201.0,GUNUNGGURUH,3202201005.0,CIBENTANG,32.02.27,GUNUNGGURUH,32.02.27.2003,CIBENTANG,10689874.0,-693418.0,2019.0,642
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202201.0,GUNUNGGURUH,3202201001.0,SIRNARESMI,32.02.27,GUNUNGGURUH,32.02.27.2004,SIRNARESMI,106.856189,-6.96402,2019.0,643
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202201.0,GUNUNGGURUH,3202201002.0,KEBONMANGGU,32.02.27,GUNUNGGURUH,32.02.27.2005,KEBONMANGGU,-6.946453,106.862838,2019.0,644
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202201.0,GUNUNGGURUH,3202201006.0,CIBOLANG,32.02.27,GUNUNGGURUH,32.02.27.2006,CIBOLANG,106.8873,-6.93437,2019.0,645
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202201.0,GUNUNGGURUH,3202201007.0,MANGKALAYA,32.02.27,GUNUNGGURUH,32.02.27.2007,MANGKALAYA,106879088.0,-6.929017,2019.0,646
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202211.0,CICANTAYAN,3202211002.0,CICANTAYAN,32.02.28,CICANTAYAN,32.02.28.2001,CICANTAYAN,-6.928695,106.8506561,2019.0,647
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202211.0,CICANTAYAN,3202211006.0,LEMBURSAWAH,32.02.28,CICANTAYAN,32.02.28.2002,LEMBURSAWAH,-6.9013101,106.8374848,2019.0,648
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202211.0,CICANTAYAN,3202211005.0,CIJALINGAN,32.02.28,CICANTAYAN,32.02.28.2003,CIJALINGAN,-6.9019764,106.85,2019.0,649
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202211.0,CICANTAYAN,3202211004.0,CISANDE,32.02.28,CICANTAYAN,32.02.28.2004,CISANDE,-6.904037,106.8593331,2019.0,650
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202211.0,CICANTAYAN,3202211003.0,CIMAHI,32.02.28,CICANTAYAN,32.02.28.2005,CIMAHI,-6.904848,106.864,2019.0,651
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202211.0,CICANTAYAN,3202211001.0,HEGARMANAH,32.02.28,CICANTAYAN,32.02.28.2006,HEGARMANAH,-6.92719,106.8197,2019.0,652
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202211.0,CICANTAYAN,3202211007.0,SIKADAMAI,32.02.28,CICANTAYAN,32.02.28.2007,SIKADAMAI,106.8438,"-6.94183, 106.8438",2019.0,653
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202211.0,CICANTAYAN,3202211008.0,CIMANGGIS,32.02.28,CICANTAYAN,32.02.28.2008,CIMANGGIS,-6.936875,106.8,2019.0,654
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202200.0,CISAAT,3202200018.0,GUNUNGJAYA,32.02.29,CISAAT,32.02.29.2001,GUNUNGJAYA,106.901.669'9,68838374.0,2019.0,655
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202200.0,CISAAT,3202200017.0,SUKASARI,32.02.29,CISAAT,32.02.29.2002,SUKASARI,106.535.55,06.533.25,2019.0,656
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202200.0,CISAAT,3202200011.0,SUKAMANAH,32.02.29,CISAAT,32.02.29.2003,SUKAMANAH,106.39806,6.91194,2019.0,657
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202200.0,CISAAT,3202200008.0,CISAAT,32.02.29,CISAAT,32.02.29.2004,CISAAT,106.053'06.56,06.545.221,2019.0,658
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202200.0,CISAAT,3202200012.0,NAGRAK,32.02.29,CISAAT,32.02.29.2005,NAGRAK,106.88768,690342.0,2019.0,659
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202200.0,CISAAT,3202200009.0,BABAKAN,32.02.29,CISAAT,32.02.29.2006,BABAKAN,106898969.0,692457.0,2019.0,660
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202200.0,CISAAT,3202200010.0,SUKAMANTRI,32.02.29,CISAAT,32.02.29.2007,SUKAMANTRI,-6.9146189,106.8978924,2019.0,661
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202200.0,CISAAT,3202200013.0,CIBATU,32.02.29,CISAAT,32.02.29.2008,CIBATU,106.887086,6.905062,2019.0,662
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202200.0,CISAAT,3202200016.0,SELAJAMBE,32.02.29,CISAAT,32.02.29.2009,SELAJAMBE,106.889.663,6919408.0,2019.0,663
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202200.0,CISAAT,3202200007.0,PADAASIH,32.02.29,CISAAT,32.02.29.2010,PADAASIH,106.870'51.305,6.91721,2019.0,664
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202200.0,CISAAT,3202200014.0,CIBOLANG KALER,32.02.29,CISAAT,32.02.29.2011,CIBOLANG KALER,106.87094,-6.903872,2019.0,665
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202200.0,CISAAT,3202200015.0,KUTASIRNA,32.02.29,CISAAT,32.02.29.2012,KUTASIRNA,107.2110821,6.4447088,2019.0,666
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202200.0,CISAAT,3202200019.0,SUKARESMI,32.02.29,CISAAT,32.02.29.2013,SUKARESMI,106.894245,6.901298,2019.0,667
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202190.0,KADUDAMPIT,3202190005.0,KADUDAMPIT,32.02.30,KADUDAMPIT,32.02.30.2001,KADUDAMPIT,1.065.443,-65.275,2019.0,668
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202190.0,KADUDAMPIT,3202190002.0,CITAMIANG,32.02.30,KADUDAMPIT,32.02.30.2002,CITAMIANG,106.5333902,-6.523628,2019.0,669
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202190.0,KADUDAMPIT,3202190001.0,MUARADUA,32.02.30,KADUDAMPIT,32.02.30.2003,MUARADUA,106.869387,-6.884949,2019.0,670
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202190.0,KADUDAMPIT,3202190006.0,GEDEPANGRANGO,32.02.30,KADUDAMPIT,32.02.30.2004,GEDEPANGRANGO,106.940.812,-6.815.133,2019.0,671
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202190.0,KADUDAMPIT,3202190004.0,SUKAMANIS,32.02.30,KADUDAMPIT,32.02.30.2005,SUKAMANIS,-686789.0,-1069014.0,2019.0,672
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202190.0,KADUDAMPIT,3202190009.0,UNDRUSBINANGUN,32.02.30,KADUDAMPIT,32.02.30.2006,UNDRUSBINANGUN,112.249146,-0.773139,2019.0,673
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202190.0,KADUDAMPIT,3202190008.0,CIPETIR,32.02.30,KADUDAMPIT,32.02.30.2007,CIPETIR,106 55 12.0317,6 52 53.4216,2019.0,674
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202190.0,KADUDAMPIT,3202190007.0,SUKAMAJU,32.02.30,KADUDAMPIT,32.02.30.2008,SUKAMAJU,112.249146,-0.773139,2019.0,675
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202190.0,KADUDAMPIT,3202190003.0,CIKAHURIPAN,32.02.30,KADUDAMPIT,32.02.30.2009,CIKAHURIPAN,106.891565,106.891565,2019.0,676
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202212.0,CARINGIN,3202212005.0,CARINGIN WETAN,32.02.31,CARINGIN,32.02.31.2001,CARINGIN WETAN,106870013.0,-6872967.0,2019.0,677
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202212.0,CARINGIN,3202212007.0,SUKAMULYA,32.02.31,CARINGIN,32.02.31.2002,SUKAMULYA,6.5155,106.534E,2019.0,678
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202212.0,CARINGIN,3202212004.0,CARINGIN KULON,32.02.31,CARINGIN,32.02.31.2003,CARINGIN KULON,-6.542,86.53,2019.0,679
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202212.0,CARINGIN,3202212006.0,SEUSEUPAN,32.02.31,CARINGIN,32.02.31.2004,SEUSEUPAN,106.859537,-6.862392,2019.0,680
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202212.0,CARINGIN,3202212001.0,CIJENGKOL,32.02.31,CARINGIN,32.02.31.2005,CIJENGKOL,106'50'48.7,-6'53'14.3,2019.0,681
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202212.0,CARINGIN,3202212002.0,MEKARJAYA,32.02.31,CARINGIN,32.02.31.2006,MEKARJAYA,106.85282,"-6.882955,",2019.0,682
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202212.0,CARINGIN,3202212003.0,TALAGA,32.02.31,CARINGIN,32.02.31.2007,TALAGA,106'52'26,-6'51'45,2019.0,683
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202212.0,CARINGIN,3202212008.0,CIKEMBANG,32.02.31,CARINGIN,32.02.31.2008,CIKEMBANG,106904101.0,-6807526.0,2019.0,684
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202212.0,CARINGIN,3202212009.0,PASIR DATAR INDAH,32.02.31,CARINGIN,32.02.31.2009,PASIR DATAR INDAH,1.062818371,-6.0204521,2019.0,685
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202180.0,SUKABUMI,3202180001.0,PARUNGSEAH,32.02.32,SUKABUMI,32.02.32.2001,PARUNGSEAH,106929048.0,690357.0,2019.0,686
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202180.0,SUKABUMI,3202180004.0,SUNDAJAYA GIRANG,32.02.32,SUKABUMI,32.02.32.2002,SUNDAJAYA GIRANG,"106 52'47"" E","6 52'47"" S",2019.0,687
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202180.0,SUKABUMI,3202180005.0,KARAWANG,32.02.32,SUKABUMI,32.02.32.2003,KARAWANG,"106 56'21"" E","6 53'36"" S",2019.0,688
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202180.0,SUKABUMI,3202180002.0,WARNASARI,32.02.32,SUKABUMI,32.02.32.2004,WARNASARI,1065625.0,-653215.0,2019.0,689
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202180.0,SUKABUMI,3202180003.0,SUKAJAYA,32.02.32,SUKABUMI,32.02.32.2005,SUKAJAYA,106.949779,-6895709.0,2019.0,690
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202180.0,SUKABUMI,3202180006.0,PERBAWATI,32.02.32,SUKABUMI,32.02.32.2006,PERBAWATI,"106 56'49"" E","6 52'19"" S",2019.0,691
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202170.0,SUKARAJA,3202170012.0,PASIRHALANG,32.02.33,SUKARAJA,32.02.33.2001,PASIRHALANG,106972321.0,-6917904.0,2019.0,692
32.0,JAWA BARAT,3202.0,KABUPATEN SUKABUMI,3202170.0,SUKARAJA,3202170018.0,SELAWI,32.02.33,SUKARAJA,32.02.33.2002,SELAWI,10699051.0,-684968.0,2019.0,693
